"日付","始値","高値","安値","終値","前日比","出来高","売買代金","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","75DMA","100DMA","200DMA","5DVMA","25DVMA","75DVMA"
"2021/10/27","9,700.0","9,820.0","9,680.0","9,790.0","+150.0","398,000","3,888,735","3,200","900","0.28","0.00","-","9,622.00","9,348.00","9,395.47","9,466.50","9,375.80","326,480","377,780","383,354"
"2021/10/26","9,660.0","9,730.0","9,570.0","9,640.0","+130.0","318,900","3,080,347","1,800","900","0.50","0.00","-","9,604.00","9,338.40","9,388.67","9,465.60","9,367.60","318,000","374,688","382,961"
"2021/10/25","9,470.0","9,590.0","9,460.0","9,510.0","-50.0","362,100","3,446,012","2,500","900","0.36","0.00","-","9,628.00","9,340.00","9,386.53","9,464.70","9,360.35","310,700","385,424","381,530"
"2021/10/22","9,500.0","9,640.0","9,490.0","9,560.0","-50.0","270,800","2,587,435","2,600","900","0.35","0.00","-","9,690.00","9,349.20","9,386.40","9,463.00","9,354.00","325,540","384,292","379,204"
"2021/10/21","9,700.0","9,800.0","9,600.0","9,610.0","-90.0","282,600","2,731,469","2,800","1,700","0.61","0.00","-","9,716.00","9,358.40","9,387.07","9,463.00","9,346.95","406,980","387,812","380,382"
"2021/10/20","9,800.0","9,870.0","9,700.0","9,700.0","-60.0","355,600","3,471,727","3,100","1,100","0.35","0.00","-","9,664.00","9,374.00","9,386.80","9,459.60","9,338.85","422,380","394,824","380,692"
"2021/10/19","9,760.0","9,770.0","9,670.0","9,760.0","-60.0","282,400","2,751,181","2,500","1,100","0.44","0.00","-","9,554.00","9,375.60","9,385.60","9,455.40","9,329.85","421,920","399,012","381,274"
"2021/10/18","9,710.0","9,880.0","9,690.0","9,820.0","+130.0","436,300","4,277,776","1,800","1,800","1.00","-","-","9,412.00","9,375.20","9,385.07","9,450.10","9,320.65","437,360","412,612","382,890"
"2021/10/15","9,550.0","9,720.0","9,530.0","9,690.0","+340.0","678,000","6,545,386","31,000","700","0.02","0.00","-","9,262.00","9,376.40","9,385.73","9,444.00","9,311.25","424,240","411,624","382,561"
"2021/10/14","9,270.0","9,350.0","9,170.0","9,350.0","+200.0","359,600","3,345,818","1,000","1,800","1.80","-","-","9,090.00","9,390.80","9,389.47","9,440.10","9,302.55","345,880","408,060","380,306"
"2021/10/13","9,040.0","9,240.0","9,040.0","9,150.0","+100.0","353,300","3,239,365","900","900","1.00","-","-","8,944.00","9,419.20","9,395.33","9,438.80","9,295.45","343,700","410,472","380,129"
"2021/10/12","9,090.0","9,170.0","9,040.0","9,050.0","-20.0","359,600","3,267,065","1,000","900","0.90","-","-","8,862.00","9,446.40","9,403.07","9,438.70","9,289.95","346,280","410,948","381,664"
"2021/10/11","8,980.0","9,100.0","8,970.0","9,070.0","+240.0","370,700","3,354,858","800","1,500","1.88","-","-","8,806.00","9,470.00","9,411.60","9,440.80","9,285.10","352,340","414,908","384,014"
"2021/10/08","8,850.0","8,920.0","8,800.0","8,830.0","+210.0","286,200","2,531,427","800","1,500","1.88","-","-","8,788.00","9,481.20","9,415.47","9,441.30","9,280.35","365,900","409,084","385,400"
"2021/10/07","8,680.0","8,700.0","8,560.0","8,620.0","-120.0","348,700","3,012,653","800","2,500","3.13","-","-","8,816.00","9,502.80","9,426.13","9,443.50","9,276.75","376,100","406,744","392,462"
"2021/10/06","8,800.0","8,940.0","8,650.0","8,740.0","-30.0","366,200","3,209,690","800","3,200","4.00","-","-","8,932.00","9,529.60","9,442.00","9,447.10","9,273.50","415,920","409,916","392,778"
"2021/10/05","8,880.0","8,930.0","8,710.0","8,770.0","-210.0","389,900","3,431,226","900","2,300","2.56","-","-","9,048.00","9,557.20","9,456.67","9,450.20","9,268.90","468,540","406,452","392,282"
"2021/10/04","9,270.0","9,310.0","8,920.0","8,980.0","+10.0","438,500","3,957,974","900","2,000","2.22","-","-","9,228.00","9,576.80","9,470.40","9,452.80","9,264.10","464,700","399,660","391,484"
"2021/10/01","9,130.0","9,180.0","8,920.0","8,970.0","-230.0","337,200","3,036,249","1,000","2,700","2.70","-","-","9,366.00","9,586.80","9,480.00","9,453.20","9,258.70","442,580","393,148","388,602"
"2021/09/30","9,330.0","9,340.0","9,130.0","9,200.0","-120.0","547,800","5,046,574","1,100","2,300","2.09","-","-","9,522.00","9,594.80","9,488.67","9,453.50","9,253.75","441,120","400,308","390,146"
"2021/09/29","9,500.0","9,510.0","9,240.0","9,320.0","-350.0","629,300","5,877,946","1,600","2,700","1.69","-","-","9,578.00","9,584.00","9,495.20","9,452.60","9,247.15","380,420","393,072","386,405"
"2021/09/28","9,680.0","9,690.0","9,580.0","9,670.0","0.0","370,700","3,579,627","7,400","2,100","0.28","0.00","-","9,624.00","9,568.40","9,500.40","9,446.90","9,239.80","318,700","391,684","382,461"
"2021/09/27","9,800.0","9,830.0","9,660.0","9,670.0","-80.0","327,900","3,186,053","2,000","2,000","1.00","-","-","9,626.00","9,527.60","9,502.40","9,440.70","9,230.20","362,020","410,060","382,185"
"2021/09/24","9,720.0","9,760.0","9,650.0","9,750.0","+270.0","329,900","3,210,993","2,300","1,600","0.70","-","-","9,640.00","9,506.00","9,503.20","9,434.80","9,219.75","363,200","421,392","383,074"
"2021/09/22","9,500.0","9,560.0","9,450.0","9,480.0","-70.0","244,300","2,318,021","800","1,600","2.00","-","-","9,648.00","9,495.60","9,503.07","9,429.10","9,208.70","368,980","418,448","384,652"
"2021/09/21","9,530.0","9,590.0","9,440.0","9,550.0","-130.0","320,700","3,059,266","1,900","1,700","0.89","-","-","9,752.00","9,488.40","9,506.00","9,425.80","9,200.10","411,700","419,548","386,102"
"2021/09/17","9,750.0","9,760.0","9,650.0","9,680.0","-60.0","587,300","5,688,981","400","1,700","4.25","-","-","9,790.00","9,482.00","9,508.00","9,423.30","9,191.20","439,620","416,132","388,242"
"2021/09/16","9,800.0","9,830.0","9,670.0","9,740.0","-50.0","333,800","3,254,148","800","2,000","2.50","-","-","9,804.00","9,480.40","9,506.27","9,418.10","9,181.40","446,640","405,132","385,253"
"2021/09/15","9,830.0","9,890.0","9,740.0","9,790.0","-210.0","358,800","3,515,996","1,100","4,000","3.64","-","-","9,826.00","9,476.80","9,500.93","9,415.00","9,171.00","462,200","401,524","387,077"
"2021/09/14","9,880.0","10,020.0","9,840.0","10,000.0","+260.0","457,900","4,559,708","2,200","1,800","0.82","-","-","9,878.00","9,470.80","9,497.87","9,413.10","9,159.35","508,220","399,748","387,730"
"2021/09/13","9,470.0","9,740.0","9,430.0","9,740.0","-10.0","460,300","4,437,301","1,300","3,000","2.31","-","-","9,890.00","9,451.20","9,488.13","9,408.50","9,146.15","500,620","394,628","388,017"
"2021/09/10","9,750.0","9,890.0","9,700.0","9,750.0","-100.0","622,400","6,074,477","1,600","3,700","2.31","-","-","9,908.00","9,439.60","9,482.00","9,406.50","9,133.90","481,600","382,996","384,946"
"2021/09/09","9,930.0","10,010.0","9,810.0","9,850.0","-200.0","411,600","4,064,575","2,600","3,900","1.50","-","-","9,886.00","9,428.00","9,475.07","9,403.90","9,121.95","448,840","363,648","381,846"
"2021/09/08","9,800.0","10,060.0","9,760.0","10,050.0","-10.0","588,900","5,882,290","4,300","3,000","0.70","0.00","-","9,786.00","9,415.20","9,466.53","9,400.50","9,109.60","411,540","356,252","380,820"
"2021/09/07","9,950.0","10,110.0","9,930.0","10,060.0","+230.0","419,900","4,214,606","3,300","3,200","0.97","-","-","9,650.00","9,398.40","9,456.53","9,393.50","9,095.45","339,300","351,252","378,584"
"2021/09/06","9,740.0","9,870.0","9,720.0","9,830.0","+190.0","365,200","3,581,591","300","3,600","12.00","-","-","9,496.00","9,383.20","9,445.33","9,387.50","9,081.35","340,920","359,908","376,086"
"2021/09/03","9,340.0","9,670.0","9,310.0","9,640.0","+290.0","458,600","4,388,823","300","3,700","12.33","-","-","9,416.00","9,355.60","9,436.13","9,385.60","9,068.60","323,800","375,044","375,078"
"2021/09/02","9,430.0","9,480.0","9,350.0","9,350.0","-20.0","225,100","2,111,643","300","4,300","14.33","-","-","9,340.00","9,338.40","9,431.07","9,386.40","9,055.20","276,100","370,720","372,593"
"2021/09/01","9,330.0","9,380.0","9,290.0","9,370.0","+80.0","227,700","2,128,246","400","4,400","11.00","-","-","9,316.00","9,331.60","9,428.00","9,389.60","9,042.45","286,220","372,268","372,370"
"2021/08/31","9,340.0","9,360.0","9,210.0","9,290.0","-140.0","428,000","3,971,173","300","4,400","14.67","-","-","9,276.00","9,330.00","9,423.73","9,395.80","9,029.35","343,920","376,344","372,936"
"2021/08/30","9,400.0","9,480.0","9,310.0","9,430.0","+170.0","279,600","2,633,164","1,500","4,000","2.67","-","-","9,204.00","9,330.40","9,419.60","9,400.80","9,016.65","331,700","371,272","371,969"
"2021/08/27","9,180.0","9,270.0","9,100.0","9,260.0","+30.0","220,100","2,027,740","1,400","4,300","3.07","-","-","9,104.00","9,320.40","9,414.53","9,404.50","9,003.60","394,700","374,132","374,800"
"2021/08/26","9,230.0","9,350.0","9,190.0","9,230.0","+60.0","275,700","2,547,713","1,500","4,100","2.73","-","-","8,982.00","9,307.20","9,411.47","9,410.50","8,991.40","516,700","380,736","377,616"
"2021/08/25","9,060.0","9,260.0","9,030.0","9,170.0","+240.0","516,200","4,734,830","300","4,400","14.67","-","-","8,962.00","9,296.00","9,408.67","9,417.20","8,978.85","583,800","380,504","378,017"
"2021/08/24","8,960.0","9,040.0","8,910.0","8,930.0","0.0","366,900","3,285,595","300","4,500","15.00","-","-","9,026.00","9,294.00","9,406.40","9,424.80","8,967.50","531,820","375,868","374,936"
"2021/08/23","8,770.0","9,030.0","8,750.0","8,930.0","+280.0","594,600","5,314,679","0","4,500","0.00","-","-","9,100.00","9,303.20","9,408.80","9,435.00","8,955.80","512,800","371,852","378,901"
"2021/08/20","9,080.0","9,100.0","8,620.0","8,650.0","-480.0","830,100","7,288,242","400","4,200","10.50","-","-","9,192.00","9,318.40","9,406.40","9,443.80","8,944.35","440,940","361,760","381,446"
"2021/08/19","9,380.0","9,450.0","9,030.0","9,130.0","-360.0","611,200","5,638,561","500","3,400","6.80","-","-","9,390.00","9,351.20","9,411.73","9,454.20","8,934.75","337,380","347,372","382,358"
"2021/08/18","9,340.0","9,570.0","9,330.0","9,490.0","+190.0","256,300","2,426,403","900","3,400","3.78","-","-","9,494.00","9,362.80","9,411.07","9,461.50","8,923.10","263,860","338,200","377,470"
"2021/08/17","9,400.0","9,430.0","9,300.0","9,300.0","-90.0","271,800","2,536,618","1,000","3,500","3.50","-","-","9,524.00","9,352.80","9,406.93","9,466.20","8,909.00","275,480","345,764","377,144"
"2021/08/16","9,520.0","9,520.0","9,380.0","9,390.0","-250.0","235,300","2,216,618","1,700","7,400","4.35","-","-","9,566.00","9,350.00","9,404.93","9,475.40","8,896.35","287,100","352,736","376,312"
"2021/08/13","9,570.0","9,670.0","9,480.0","9,640.0","-10.0","312,300","2,996,795","1,300","3,300","2.54","-","-","9,578.00","9,345.60","9,403.73","9,482.30","8,882.90","273,940","358,064","375,797"
"2021/08/12","9,650.0","9,740.0","9,610.0","9,650.0","+10.0","243,600","2,354,689","1,700","3,400","2.00","-","-","9,542.00","9,339.20","9,397.33","9,485.90","8,868.75","239,220","354,036","375,762"
"2021/08/11","9,600.0","9,720.0","9,570.0","9,640.0","+130.0","314,400","3,036,286","1,300","3,400","2.62","-","-","9,518.00","9,333.20","9,394.40","9,488.60","8,854.30","235,840","351,796","376,860"
"2021/08/10","9,510.0","9,690.0","9,480.0","9,510.0","+60.0","329,900","3,151,332","1,000","3,400","3.40","-","-","9,516.00","9,332.00","9,393.87","9,492.50","8,840.25","265,740","353,588","375,113"
"2021/08/06","9,460.0","9,520.0","9,400.0","9,450.0","-10.0","169,500","1,603,611","1,000","3,400","3.40","-","-","9,550.00","9,335.20","9,394.27","9,497.80","8,827.10","327,020","352,624","374,066"
"2021/08/05","9,480.0","9,530.0","9,430.0","9,460.0","-70.0","138,700","1,312,464","1,000","3,300","3.30","-","-","9,488.00","9,341.60","9,395.47","9,502.80","8,814.10","441,840","361,816","375,069"
"2021/08/04","9,550.0","9,570.0","9,470.0","9,530.0","-100.0","226,700","2,160,199","1,000","3,200","3.20","-","-","9,438.00","9,352.00","9,395.87","9,508.70","8,801.05","484,200","372,412","378,761"
"2021/08/03","9,600.0","9,780.0","9,590.0","9,630.0","-50.0","463,900","4,482,840","1,100","3,400","3.09","-","-","9,368.00","9,365.60","9,395.60","9,511.40","8,787.45","491,620","379,808","381,208"
"2021/08/02","9,290.0","9,680.0","9,260.0","9,680.0","+540.0","636,300","6,079,927","400","3,300","8.25","-","-","9,308.00","9,379.20","9,391.87","9,509.60","8,774.15","464,760","381,608","381,706"
"2021/07/30","9,150.0","9,500.0","9,090.0","9,140.0","-70.0","743,600","6,861,661","200","3,500","17.50","-","-","9,232.00","9,383.60","9,388.93","9,507.00","8,760.40","397,740","370,008","379,092"
"2021/07/29","9,260.0","9,290.0","9,140.0","9,210.0","+30.0","350,500","3,225,640","200","3,700","18.50","-","-","9,240.00","9,407.20","9,395.60","9,510.90","8,748.70","319,240","359,000","373,508"
"2021/07/28","9,200.0","9,280.0","9,160.0","9,180.0","-150.0","263,800","2,425,386","300","3,800","12.67","-","-","9,184.00","9,426.40","9,402.40","9,511.70","8,736.60","326,180","366,416","374,077"
"2021/07/27","9,300.0","9,400.0","9,230.0","9,330.0","+30.0","329,600","3,071,028","2,000","2,600","1.30","-","-","9,138.00","9,433.60","9,408.93","9,511.40","8,724.20","327,400","374,848","375,684"
"2021/07/26","9,330.0","9,350.0","9,230.0","9,300.0","+120.0","301,200","2,800,472","2,200","2,900","1.32","-","-","9,096.00","9,445.60","9,417.73","9,510.00","8,710.75","341,540","394,300","375,532"
"2021/07/21","9,080.0","9,240.0","9,060.0","9,180.0","+250.0","351,100","3,221,740","2,200","3,200","1.45","-","-","9,068.00","9,466.00","9,424.27","9,508.00","8,697.45","334,600","397,148","374,453"
"2021/07/20","8,840.0","8,990.0","8,800.0","8,930.0","-20.0","385,200","3,431,179","2,100","3,400","1.62","-","-","9,094.00","9,492.40","9,432.53","9,510.80","8,685.20","332,840","396,264","375,054"
"2021/07/19","8,970.0","9,030.0","8,920.0","8,950.0","-170.0","269,900","2,418,881","3,100","3,900","1.26","-","-","9,202.00","9,527.20","9,444.93","9,514.80","8,674.00","349,880","394,056","378,464"
"2021/07/16","9,200.0","9,240.0","9,120.0","9,120.0","-40.0","400,300","3,666,333","3,100","4,800","1.55","-","-","9,296.00","9,557.20","9,457.60","9,520.50","8,662.40","372,280","392,156","381,908"
"2021/07/15","9,300.0","9,300.0","9,150.0","9,160.0","-150.0","266,500","2,451,459","3,000","3,100","1.03","-","-","9,320.00","9,577.20","9,468.40","9,521.20","8,649.10","381,300","394,264","384,548"
"2021/07/14","9,250.0","9,410.0","9,250.0","9,310.0","-160.0","342,300","3,194,416","3,000","2,700","0.90","-","-","9,334.00","9,598.40","9,478.93","9,522.70","8,635.85","417,220","394,292","386,382"
"2021/07/13","9,430.0","9,520.0","9,360.0","9,470.0","+50.0","470,400","4,445,806","2,900","2,500","0.86","-","-","9,328.00","9,614.40","9,485.60","9,523.60","8,622.65","422,460","393,940","386,620"
"2021/07/12","9,450.0","9,450.0","9,300.0","9,420.0","+180.0","381,900","3,587,761","2,800","2,800","1.00","-","-","9,330.00","9,628.40","9,488.53","9,526.00","8,608.15","370,700","389,124","386,457"
"2021/07/09","9,110.0","9,250.0","9,030.0","9,240.0","+10.0","445,400","4,079,915","2,800","5,500","1.96","-","-","9,346.00","9,640.80","9,494.40","9,530.20","8,594.35","331,840","389,632","385,714"
"2021/07/08","9,300.0","9,350.0","9,230.0","9,230.0","-50.0","446,100","4,136,445","4,700","4,800","1.02","-","-","9,420.00","9,660.80","9,504.00","9,534.60","8,581.65","314,600","389,744","386,033"
"2021/07/07","9,240.0","9,310.0","9,220.0","9,280.0","-200.0","368,500","3,415,519","5,000","4,500","0.90","-","-","9,492.00","9,679.60","9,517.20","9,538.00","8,569.15","286,540","386,024","388,269"
"2021/07/06","9,530.0","9,560.0","9,470.0","9,480.0","-20.0","211,600","2,012,023","4,800","3,000","0.63","0.00","-","9,558.00","9,696.40","9,527.87","9,539.90","8,556.00","292,700","390,532","389,665"
"2021/07/05","9,540.0","9,540.0","9,470.0","9,500.0","-110.0","187,600","1,782,600","4,800","3,200","0.67","0.00","-","9,606.00","9,699.20","9,534.80","9,540.40","8,541.75","331,100","396,592","391,120"
"2021/07/02","9,520.0","9,650.0","9,520.0","9,610.0","+20.0","359,200","3,447,004","5,200","2,500","0.48","0.00","-","9,680.00","9,692.80","9,540.40","9,542.00","8,526.15","375,900","407,912","393,853"
"2021/07/01","9,640.0","9,670.0","9,560.0","9,590.0","-20.0","305,800","2,937,170","5,000","2,500","0.50","0.00","-","9,752.00","9,690.80","9,546.00","9,541.30","8,509.65","405,840","409,856","394,756"
"2021/06/30","9,700.0","9,780.0","9,610.0","9,610.0","-110.0","399,300","3,858,695","4,800","3,100","0.65","0.00","-","9,792.00","9,678.00","9,552.00","9,537.70","8,493.35","413,940","416,800","397,860"
"2021/06/29","9,810.0","9,830.0","9,680.0","9,720.0","-150.0","403,600","3,929,825","5,400","5,600","1.04","-","-","9,816.00","9,664.80","9,556.53","9,531.50","8,476.65","427,760","410,028","403,093"
"2021/06/28","9,970.0","9,970.0","9,850.0","9,870.0","-100.0","411,600","4,072,203","12,200","5,100","0.42","0.20","-","9,810.00","9,645.20","9,560.93","9,518.20","8,459.40","454,220","409,480","409,228"
"2021/06/25","9,940.0","10,040.0","9,900.0","9,970.0","+180.0","508,900","5,067,033","15,500","2,200","0.14","0.20","-","9,708.00","9,618.80","9,560.00","9,501.80","8,441.20","466,820","406,400","414,230"
"2021/06/24","9,710.0","9,840.0","9,690.0","9,790.0","+60.0","346,300","3,387,650","6,400","2,800","0.44","0.00","-","9,640.00","9,592.00","9,553.07","9,486.80","8,422.45","528,220","402,892","413,518"
